Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version
ENSG00000283076,ENSG00000283076.1,ENST00000635343,ENST00000635343.1
ENSG00000228578,ENSG00000228578.1,ENST00000422712,ENST00000422712.1
ENSG00000230663,ENSG00000230663.1,ENST00000458667,ENST00000458667.1
ENSG00000252315,ENSG00000252315.1,ENST00000516506,ENST00000516506.1
ENSG00000252012,ENSG00000252012.1,ENST00000516203,ENST00000516203.1
ENSG00000273966,ENSG00000273966.1,ENST00000615048,ENST00000615048.1
ENSG00000238191,ENSG00000238191.3,ENST00000435012,ENST00000435012.1
ENSG00000226353,ENSG00000226353.1,ENST00000445421,ENST00000445421.1
ENSG00000275578,ENSG00000275578.1,ENST00000618226,ENST00000618226.1
ENSG00000226449,ENSG00000226449.1,ENST00000411487,ENST00000411487.1
ENSG00000225896,ENSG00000225896.1,ENST00000425789,ENST00000425789.1
ENSG00000224166,ENSG00000224166.1,ENST00000412474,ENST00000412474.1
ENSG00000229129,ENSG00000229129.1,ENST00000415776,ENST00000415776.1
ENSG00000250868,ENSG00000250868.4,ENST00000624960,ENST00000624960.1
ENSG00000250868,ENSG00000250868.4,ENST00000510392,ENST00000510392.1
ENSG00000223555,ENSG00000223555.1,ENST00000455085,ENST00000455085.1
ENSG00000235521,ENSG00000235521.1,ENST00000418455,ENST00000418455.1
ENSG00000252513,ENSG00000252513.1,ENST00000516704,ENST00000516704.1
ENSG00000224964,ENSG00000224964.1,ENST00000443200,ENST00000443200.1
ENSG00000226011,ENSG00000226011.1,ENST00000411756,ENST00000411756.1
ENSG00000225740,ENSG00000225740.1,ENST00000429066,ENST00000429066.1
ENSG00000129873,ENSG00000129873.7,ENST00000544303,ENST00000544303.1
ENSG00000129873,ENSG00000129873.7,ENST00000382867,ENST00000382867.4
ENSG00000229138,ENSG00000229138.1,ENST00000413320,ENST00000413320.1
ENSG00000224485,ENSG00000224485.1,ENST00000436723,ENST00000436723.1
ENSG00000226116,ENSG00000226116.1,ENST00000413550,ENST00000413550.1
ENSG00000237558,ENSG00000237558.1,ENST00000429883,ENST00000429883.1
ENSG00000233378,ENSG00000233378.1,ENST00000453983,ENST00000453983.1
ENSG00000237616,ENSG00000237616.1,ENST00000452432,ENST00000452432.1
ENSG00000224033,ENSG00000224033.1,ENST00000428380,ENST00000428380.1
ENSG00000182415,ENSG00000182415.10,ENST00000250838,ENST00000250838.6
ENSG00000182415,ENSG00000182415.10,ENST00000426790,ENST00000426790.1
ENSG00000230412,ENSG00000230412.1,ENST00000458706,ENST00000458706.1
ENSG00000226611,ENSG00000226611.2,ENST00000421895,ENST00000421895.2
ENSG00000225895,ENSG00000225895.1,ENST00000440676,ENST00000440676.1
ENSG00000233120,ENSG00000233120.1,ENST00000442391,ENST00000442391.1
ENSG00000252166,ENSG00000252166.1,ENST00000516357,ENST00000516357.1
ENSG00000232744,ENSG00000232744.1,ENST00000430287,ENST00000430287.1
ENSG00000244646,ENSG00000244646.4,ENST00000442362,ENST00000442362.2
ENSG00000244646,ENSG00000244646.4,ENST00000623874,ENST00000623874.1
ENSG00000229465,ENSG00000229465.1,ENST00000425411,ENST00000425411.1
ENSG00000231311,ENSG00000231311.1,ENST00000416652,ENST00000416652.1
ENSG00000236599,ENSG00000236599.1,ENST00000436067,ENST00000436067.1
ENSG00000232899,ENSG00000232899.1,ENST00000451397,ENST00000451397.1
ENSG00000229302,ENSG00000229302.1,ENST00000454958,ENST00000454958.1
ENSG00000228945,ENSG00000228945.3,ENST00000426660,ENST00000426660.1
ENSG00000233522,ENSG00000233522.1,ENST00000419557,ENST00000419557.1
ENSG00000278391,ENSG00000278391.1,ENST00000614353,ENST00000614353.1
ENSG00000251953,ENSG00000251953.1,ENST00000516144,ENST00000516144.1
ENSG00000252667,ENSG00000252667.1,ENST00000516858,ENST00000516858.1
ENSG00000249726,ENSG00000249726.1,ENST00000503144,ENST00000503144.1
ENSG00000282909,ENSG00000282909.2,ENST00000634531,ENST00000634531.1
ENSG00000282909,ENSG00000282909.2,ENST00000641637,ENST00000641637.1
ENSG00000226362,ENSG00000226362.2,ENST00000458627,ENST00000458627.2
ENSG00000225716,ENSG00000225716.1,ENST00000443934,ENST00000443934.1
ENSG00000229406,ENSG00000229406.1,ENST00000455273,ENST00000455273.1
ENSG00000227494,ENSG00000227494.2,ENST00000430663,ENST00000430663.2
ENSG00000252209,ENSG00000252209.1,ENST00000516400,ENST00000516400.1
ENSG00000249634,ENSG00000249634.1,ENST00000511770,ENST00000511770.1
ENSG00000251510,ENSG00000251510.1,ENST00000510613,ENST00000510613.1
ENSG00000238067,ENSG00000238067.1,ENST00000423438,ENST00000423438.1
ENSG00000233546,ENSG00000233546.1,ENST00000451909,ENST00000451909.1
ENSG00000230377,ENSG00000230377.1,ENST00000439968,ENST00000439968.1
ENSG00000250951,ENSG00000250951.1,ENST00000513521,ENST00000513521.1
ENSG00000172468,ENSG00000172468.14,ENST00000307393,ENST00000307393.3
ENSG00000172468,ENSG00000172468.14,ENST00000309834,ENST00000309834.8
ENSG00000172468,ENSG00000172468.14,ENST00000338876,ENST00000338876.8
ENSG00000172468,ENSG00000172468.14,ENST00000382856,ENST00000382856.2
ENSG00000230458,ENSG00000230458.1,ENST00000446387,ENST00000446387.1
ENSG00000131007,ENSG00000131007.9,ENST00000545582,ENST00000545582.2
ENSG00000131007,ENSG00000131007.9,ENST00000433794,ENST00000433794.5
ENSG00000240438,ENSG00000240438.2,ENST00000447585,ENST00000447585.1
ENSG00000235479,ENSG00000235479.1,ENST00000415230,ENST00000415230.1
ENSG00000249606,ENSG00000249606.1,ENST00000509650,ENST00000509650.1
ENSG00000242153,ENSG00000242153.7,ENST00000451061,ENST00000451061.5
ENSG00000242153,ENSG00000242153.7,ENST00000432335,ENST00000432335.1
ENSG00000169953,ENSG00000169953.12,ENST00000344884,ENST00000344884.4
ENSG00000169953,ENSG00000169953.12,ENST00000491902,ENST00000491902.1
ENSG00000169953,ENSG00000169953.12,ENST00000382852,ENST00000382852.1
ENSG00000169953,ENSG00000169953.12,ENST00000304790,ENST00000304790.3
ENSG00000236429,ENSG00000236429.1,ENST00000432046,ENST00000432046.1
ENSG00000176728,ENSG00000176728.10,ENST00000505047,ENST00000505047.2
ENSG00000176728,ENSG00000176728.10,ENST00000651734,ENST00000651734.1
ENSG00000176728,ENSG00000176728.10,ENST00000650923,ENST00000650923.1
ENSG00000176728,ENSG00000176728.10,ENST00000652699,ENST00000652699.1
ENSG00000176728,ENSG00000176728.10,ENST00000651396,ENST00000651396.1
ENSG00000176728,ENSG00000176728.10,ENST00000651886,ENST00000651886.1
ENSG00000176728,ENSG00000176728.10,ENST00000667260,ENST00000667260.1
ENSG00000176728,ENSG00000176728.10,ENST00000650897,ENST00000650897.1
ENSG00000176728,ENSG00000176728.10,ENST00000651032,ENST00000651032.1
ENSG00000176728,ENSG00000176728.10,ENST00000652153,ENST00000652153.1
ENSG00000176728,ENSG00000176728.10,ENST00000652348,ENST00000652348.1
ENSG00000176728,ENSG00000176728.10,ENST00000324446,ENST00000324446.3
ENSG00000176728,ENSG00000176728.10,ENST00000660026,ENST00000660026.1
ENSG00000176728,ENSG00000176728.10,ENST00000663061,ENST00000663061.1
ENSG00000176728,ENSG00000176728.10,ENST00000669716,ENST00000669716.1
ENSG00000176728,ENSG00000176728.10,ENST00000670243,ENST00000670243.1
ENSG00000176728,ENSG00000176728.10,ENST00000670354,ENST00000670354.1
ENSG00000176728,ENSG00000176728.10,ENST00000657901,ENST00000657901.1
ENSG00000176728,ENSG00000176728.10,ENST00000664804,ENST00000664804.1
ENSG00000176728,ENSG00000176728.10,ENST00000667640,ENST00000667640.1
ENSG00000176728,ENSG00000176728.10,ENST00000454875,ENST00000454875.2
ENSG00000176728,ENSG00000176728.10,ENST00000667262,ENST00000667262.1
ENSG00000176728,ENSG00000176728.10,ENST00000658318,ENST00000658318.1
ENSG00000176728,ENSG00000176728.10,ENST00000656768,ENST00000656768.1
ENSG00000176728,ENSG00000176728.10,ENST00000651355,ENST00000651355.1
ENSG00000176728,ENSG00000176728.10,ENST00000669869,ENST00000669869.1
ENSG00000176728,ENSG00000176728.10,ENST00000452584,ENST00000452584.5
ENSG00000176728,ENSG00000176728.10,ENST00000651286,ENST00000651286.1
ENSG00000176728,ENSG00000176728.10,ENST00000667617,ENST00000667617.1
ENSG00000176728,ENSG00000176728.10,ENST00000331787,ENST00000331787.2
ENSG00000176728,ENSG00000176728.10,ENST00000667450,ENST00000667450.1
ENSG00000176728,ENSG00000176728.10,ENST00000447937,ENST00000447937.1
ENSG00000176728,ENSG00000176728.10,ENST00000610801,ENST00000610801.1
ENSG00000249501,ENSG00000249501.1,ENST00000504503,ENST00000504503.1
ENSG00000228193,ENSG00000228193.1,ENST00000428070,ENST00000428070.1
ENSG00000248573,ENSG00000248573.1,ENST00000514804,ENST00000514804.1
ENSG00000230904,ENSG00000230904.1,ENST00000432915,ENST00000432915.1
ENSG00000238135,ENSG00000238135.1,ENST00000454868,ENST00000454868.1
ENSG00000224151,ENSG00000224151.1,ENST00000435142,ENST00000435142.1
ENSG00000251970,ENSG00000251970.1,ENST00000516161,ENST00000516161.1
ENSG00000238088,ENSG00000238088.1,ENST00000454643,ENST00000454643.1
ENSG00000217179,ENSG00000217179.1,ENST00000407745,ENST00000407745.1
ENSG00000217896,ENSG00000217896.2,ENST00000403487,ENST00000403487.2
ENSG00000185275,ENSG00000185275.6,ENST00000382840,ENST00000382840.3
ENSG00000252766,ENSG00000252766.1,ENST00000516957,ENST00000516957.1
ENSG00000274282,ENSG00000274282.1,ENST00000615809,ENST00000615809.1
ENSG00000234529,ENSG00000234529.2,ENST00000431768,ENST00000431768.2
ENSG00000215580,ENSG00000215580.11,ENST00000441139,ENST00000441139.5
ENSG00000215580,ENSG00000215580.11,ENST00000400605,ENST00000400605.5
ENSG00000215580,ENSG00000215580.11,ENST00000650676,ENST00000650676.1
ENSG00000215580,ENSG00000215580.11,ENST00000513194,ENST00000513194.1
ENSG00000215580,ENSG00000215580.11,ENST00000651484,ENST00000651484.1
ENSG00000131002,ENSG00000131002.12,ENST00000407724,ENST00000407724.7
ENSG00000131002,ENSG00000131002.12,ENST00000459719,ENST00000459719.6
ENSG00000131002,ENSG00000131002.12,ENST00000447520,ENST00000447520.5
ENSG00000131002,ENSG00000131002.12,ENST00000445715,ENST00000445715.6
ENSG00000131002,ENSG00000131002.12,ENST00000538014,ENST00000538014.2
ENSG00000131002,ENSG00000131002.12,ENST00000447202,ENST00000447202.2
ENSG00000131002,ENSG00000131002.12,ENST00000588613,ENST00000588613.5
ENSG00000131002,ENSG00000131002.12,ENST00000589075,ENST00000589075.5
ENSG00000131002,ENSG00000131002.12,ENST00000585549,ENST00000585549.5
ENSG00000131002,ENSG00000131002.12,ENST00000587095,ENST00000587095.1
ENSG00000131002,ENSG00000131002.12,ENST00000488280,ENST00000488280.1
ENSG00000131002,ENSG00000131002.12,ENST00000253320,ENST00000253320.8
ENSG00000131002,ENSG00000131002.12,ENST00000593000,ENST00000593000.1
ENSG00000131002,ENSG00000131002.12,ENST00000592697,ENST00000592697.1
ENSG00000267793,ENSG00000267793.1,ENST00000586015,ENST00000586015.1
ENSG00000260197,ENSG00000260197.1,ENST00000566193,ENST00000566193.1
ENSG00000012817,ENSG00000012817.16,ENST00000469599,ENST00000469599.6
ENSG00000012817,ENSG00000012817.16,ENST00000317961,ENST00000317961.9
ENSG00000012817,ENSG00000012817.16,ENST00000541639,ENST00000541639.5
ENSG00000012817,ENSG00000012817.16,ENST00000382806,ENST00000382806.6
ENSG00000012817,ENSG00000012817.16,ENST00000492117,ENST00000492117.1
ENSG00000012817,ENSG00000012817.16,ENST00000440077,ENST00000440077.5
ENSG00000012817,ENSG00000012817.16,ENST00000415360,ENST00000415360.1
ENSG00000012817,ENSG00000012817.16,ENST00000485154,ENST00000485154.1
ENSG00000012817,ENSG00000012817.16,ENST00000478891,ENST00000478891.1
ENSG00000012817,ENSG00000012817.16,ENST00000447300,ENST00000447300.1
ENSG00000288049,ENSG00000288049.1,ENST00000653234,ENST00000653234.1
ENSG00000288049,ENSG00000288049.1,ENST00000652994,ENST00000652994.1
ENSG00000274837,ENSG00000274837.1,ENST00000616477,ENST00000616477.1
ENSG00000237997,ENSG00000237997.1,ENST00000422174,ENST00000422174.1
ENSG00000232522,ENSG00000232522.1,ENST00000450781,ENST00000450781.1
ENSG00000228764,ENSG00000228764.1,ENST00000420174,ENST00000420174.1
ENSG00000229236,ENSG00000229236.3,ENST00000455084,ENST00000455084.1
ENSG00000229236,ENSG00000229236.3,ENST00000651837,ENST00000651837.1
ENSG00000229236,ENSG00000229236.3,ENST00000666666,ENST00000666666.1
ENSG00000229236,ENSG00000229236.3,ENST00000670518,ENST00000670518.1
ENSG00000229236,ENSG00000229236.3,ENST00000666990,ENST00000666990.1
ENSG00000229236,ENSG00000229236.3,ENST00000661812,ENST00000661812.1
ENSG00000229236,ENSG00000229236.3,ENST00000654569,ENST00000654569.1
ENSG00000229236,ENSG00000229236.3,ENST00000662223,ENST00000662223.1
ENSG00000229236,ENSG00000229236.3,ENST00000657696,ENST00000657696.1
ENSG00000229236,ENSG00000229236.3,ENST00000660111,ENST00000660111.1
ENSG00000229236,ENSG00000229236.3,ENST00000658891,ENST00000658891.1
ENSG00000229236,ENSG00000229236.3,ENST00000667496,ENST00000667496.1
ENSG00000229236,ENSG00000229236.3,ENST00000659275,ENST00000659275.1
ENSG00000277438,ENSG00000277438.1,ENST00000622542,ENST00000622542.1
ENSG00000198692,ENSG00000198692.10,ENST00000361365,ENST00000361365.7
ENSG00000198692,ENSG00000198692.10,ENST00000465253,ENST00000465253.1
ENSG00000198692,ENSG00000198692.10,ENST00000382772,ENST00000382772.3
ENSG00000198692,ENSG00000198692.10,ENST00000464196,ENST00000464196.5
ENSG00000198692,ENSG00000198692.10,ENST00000485584,ENST00000485584.1
ENSG00000286247,ENSG00000286247.1,ENST00000651369,ENST00000651369.1
ENSG00000225624,ENSG00000225624.1,ENST00000440297,ENST00000440297.1
ENSG00000280969,ENSG00000280969.2,ENST00000629237,ENST00000629237.2
ENSG00000224482,ENSG00000224482.1,ENST00000415994,ENST00000415994.1
ENSG00000216844,ENSG00000216844.1,ENST00000406090,ENST00000406090.1
ENSG00000229551,ENSG00000229551.2,ENST00000449858,ENST00000449858.2
ENSG00000226504,ENSG00000226504.1,ENST00000423409,ENST00000423409.1
ENSG00000254488,ENSG00000254488.1,ENST00000527562,ENST00000527562.1
ENSG00000237427,ENSG00000237427.1,ENST00000418578,ENST00000418578.1
ENSG00000232634,ENSG00000232634.1,ENST00000436364,ENST00000436364.1
ENSG00000226918,ENSG00000226918.1,ENST00000437359,ENST00000437359.1
ENSG00000183146,ENSG00000183146.4,ENST00000382764,ENST00000382764.1
ENSG00000223637,ENSG00000223637.7,ENST00000456360,ENST00000456360.5
ENSG00000223637,ENSG00000223637.7,ENST00000444169,ENST00000444169.1
ENSG00000236615,ENSG00000236615.1,ENST00000428616,ENST00000428616.1
ENSG00000288057,ENSG00000288057.1,ENST00000660183,ENST00000660183.1
ENSG00000237269,ENSG00000237269.1,ENST00000451162,ENST00000451162.1
ENSG00000169849,ENSG00000169849.8,ENST00000303979,ENST00000303979.7
ENSG00000169811,ENSG00000169811.8,ENST00000382759,ENST00000382759.2
ENSG00000242393,ENSG00000242393.1,ENST00000456659,ENST00000456659.1
ENSG00000242875,ENSG00000242875.6,ENST00000383020,ENST00000383020.7
ENSG00000242875,ENSG00000242875.6,ENST00000382639,ENST00000382639.7
ENSG00000242875,ENSG00000242875.6,ENST00000619219,ENST00000619219.1
ENSG00000234414,ENSG00000234414.7,ENST00000382707,ENST00000382707.6
ENSG00000234414,ENSG00000234414.7,ENST00000361046,ENST00000361046.4
ENSG00000234414,ENSG00000234414.7,ENST00000439108,ENST00000439108.6
ENSG00000234414,ENSG00000234414.7,ENST00000303902,ENST00000303902.9
ENSG00000228257,ENSG00000228257.1,ENST00000452426,ENST00000452426.1
ENSG00000184991,ENSG00000184991.3,ENST00000652128,ENST00000652128.1
ENSG00000184991,ENSG00000184991.3,ENST00000330337,ENST00000330337.2
ENSG00000271123,ENSG00000271123.1,ENST00000604924,ENST00000604924.1
ENSG00000226042,ENSG00000226042.1,ENST00000452415,ENST00000452415.1
ENSG00000237023,ENSG00000237023.1,ENST00000434481,ENST00000434481.1
ENSG00000229416,ENSG00000229416.1,ENST00000441913,ENST00000441913.1
ENSG00000230029,ENSG00000230029.1,ENST00000447168,ENST00000447168.1
ENSG00000277519,ENSG00000277519.1,ENST00000620993,ENST00000620993.1
ENSG00000286187,ENSG00000286187.1,ENST00000651708,ENST00000651708.1
ENSG00000229725,ENSG00000229725.1,ENST00000414540,ENST00000414540.1
ENSG00000244395,ENSG00000244395.6,ENST00000382653,ENST00000382653.6
ENSG00000244395,ENSG00000244395.6,ENST00000382680,ENST00000382680.5
ENSG00000244395,ENSG00000244395.6,ENST00000418956,ENST00000418956.2
ENSG00000251618,ENSG00000251618.1,ENST00000509611,ENST00000509611.1
ENSG00000242389,ENSG00000242389.8,ENST00000358944,ENST00000358944.8
ENSG00000242389,ENSG00000242389.8,ENST00000382659,ENST00000382659.6
ENSG00000242389,ENSG00000242389.8,ENST00000382658,ENST00000382658.5
ENSG00000227444,ENSG00000227444.1,ENST00000426983,ENST00000426983.1
ENSG00000226092,ENSG00000226092.4,ENST00000445405,ENST00000445405.1
ENSG00000237968,ENSG00000237968.1,ENST00000426526,ENST00000426526.1
ENSG00000231159,ENSG00000231159.1,ENST00000449148,ENST00000449148.1
ENSG00000232475,ENSG00000232475.1,ENST00000453726,ENST00000453726.1
ENSG00000229553,ENSG00000229553.1,ENST00000444617,ENST00000444617.1
ENSG00000228850,ENSG00000228850.1,ENST00000440679,ENST00000440679.1
ENSG00000232029,ENSG00000232029.1,ENST00000442090,ENST00000442090.1
ENSG00000169807,ENSG00000169807.10,ENST00000303804,ENST00000303804.5
ENSG00000169807,ENSG00000169807.10,ENST00000472391,ENST00000472391.1
ENSG00000236951,ENSG00000236951.5,ENST00000417910,ENST00000417910.5
ENSG00000236951,ENSG00000236951.5,ENST00000419158,ENST00000419158.1
ENSG00000131548,ENSG00000131548.7,ENST00000253848,ENST00000253848.3
ENSG00000169800,ENSG00000169800.14,ENST00000303766,ENST00000303766.12
ENSG00000169800,ENSG00000169800.14,ENST00000481858,ENST00000481858.1
ENSG00000169800,ENSG00000169800.14,ENST00000454978,ENST00000454978.2
ENSG00000229159,ENSG00000229159.1,ENST00000440136,ENST00000440136.1
ENSG00000225615,ENSG00000225615.1,ENST00000453474,ENST00000453474.1
ENSG00000229234,ENSG00000229234.1,ENST00000423480,ENST00000423480.1
ENSG00000215560,ENSG00000215560.2,ENST00000400581,ENST00000400581.2
ENSG00000229940,ENSG00000229940.1,ENST00000427496,ENST00000427496.1
ENSG00000243040,ENSG00000243040.6,ENST00000303922,ENST00000303922.7
ENSG00000243040,ENSG00000243040.6,ENST00000420346,ENST00000420346.1
ENSG00000259247,ENSG00000259247.1,ENST00000558356,ENST00000558356.1
ENSG00000237902,ENSG00000237902.1,ENST00000433481,ENST00000433481.1
ENSG00000226941,ENSG00000226941.8,ENST00000470460,ENST00000470460.1
ENSG00000226941,ENSG00000226941.8,ENST00000250831,ENST00000250831.5
ENSG00000235059,ENSG00000235059.5,ENST00000446299,ENST00000446299.5
ENSG00000235059,ENSG00000235059.5,ENST00000439653,ENST00000439653.1
ENSG00000131538,ENSG00000131538.7,ENST00000253838,ENST00000253838.3
ENSG00000169789,ENSG00000169789.10,ENST00000303728,ENST00000303728.5
ENSG00000169789,ENSG00000169789.10,ENST00000477123,ENST00000477123.1
ENSG00000234131,ENSG00000234131.1,ENST00000439309,ENST00000439309.1
ENSG00000224873,ENSG00000224873.1,ENST00000445813,ENST00000445813.1
ENSG00000230814,ENSG00000230814.1,ENST00000434374,ENST00000434374.1
ENSG00000228571,ENSG00000228571.1,ENST00000432672,ENST00000432672.1
ENSG00000230476,ENSG00000230476.1,ENST00000417699,ENST00000417699.1
ENSG00000273589,ENSG00000273589.1,ENST00000612840,ENST00000612840.1
ENSG00000224657,ENSG00000224657.9,ENST00000451071,ENST00000451071.5
ENSG00000224657,ENSG00000224657.9,ENST00000400578,ENST00000400578.2
ENSG00000224917,ENSG00000224917.1,ENST00000434179,ENST00000434179.1
ENSG00000230727,ENSG00000230727.1,ENST00000424230,ENST00000424230.1
ENSG00000228240,ENSG00000228240.1,ENST00000416110,ENST00000416110.1
ENSG00000276829,ENSG00000276829.1,ENST00000613297,ENST00000613297.1
ENSG00000215537,ENSG00000215537.3,ENST00000442535,ENST00000442535.1
ENSG00000226906,ENSG00000226906.1,ENST00000436568,ENST00000436568.1
ENSG00000183753,ENSG00000183753.10,ENST00000602732,ENST00000602732.5
ENSG00000183753,ENSG00000183753.10,ENST00000331070,ENST00000331070.8
ENSG00000183753,ENSG00000183753.10,ENST00000602818,ENST00000602818.2
ENSG00000183753,ENSG00000183753.10,ENST00000382585,ENST00000382585.2
ENSG00000244000,ENSG00000244000.1,ENST00000422002,ENST00000422002.1
ENSG00000232764,ENSG00000232764.1,ENST00000436338,ENST00000436338.1
ENSG00000233126,ENSG00000233126.3,ENST00000428264,ENST00000428264.1
ENSG00000227251,ENSG00000227251.1,ENST00000438459,ENST00000438459.1
ENSG00000188120,ENSG00000188120.14,ENST00000405239,ENST00000405239.5
ENSG00000188120,ENSG00000188120.14,ENST00000466332,ENST00000466332.1
ENSG00000188120,ENSG00000188120.14,ENST00000382510,ENST00000382510.8
ENSG00000188120,ENSG00000188120.14,ENST00000540248,ENST00000540248.5
ENSG00000188120,ENSG00000188120.14,ENST00000620725,ENST00000620725.1
ENSG00000188120,ENSG00000188120.14,ENST00000426000,ENST00000426000.6
ENSG00000205944,ENSG00000205944.11,ENST00000382449,ENST00000382449.5
ENSG00000205944,ENSG00000205944.11,ENST00000382440,ENST00000382440.5
ENSG00000205944,ENSG00000205944.11,ENST00000382433,ENST00000382433.4
ENSG00000205944,ENSG00000205944.11,ENST00000382306,ENST00000382306.6
ENSG00000205944,ENSG00000205944.11,ENST00000449947,ENST00000449947.5
ENSG00000205944,ENSG00000205944.11,ENST00000382294,ENST00000382294.6
ENSG00000205944,ENSG00000205944.11,ENST00000382424,ENST00000382424.8
ENSG00000205944,ENSG00000205944.11,ENST00000382431,ENST00000382431.8
ENSG00000205944,ENSG00000205944.11,ENST00000400493,ENST00000400493.6
ENSG00000205936,ENSG00000205936.3,ENST00000416956,ENST00000416956.1
ENSG00000251925,ENSG00000251925.1,ENST00000516116,ENST00000516116.1
ENSG00000286744,ENSG00000286744.1,ENST00000662956,ENST00000662956.1
ENSG00000225189,ENSG00000225189.1,ENST00000422655,ENST00000422655.1
ENSG00000230073,ENSG00000230073.1,ENST00000444350,ENST00000444350.1
ENSG00000215540,ENSG00000215540.10,ENST00000448575,ENST00000448575.5
ENSG00000215540,ENSG00000215540.10,ENST00000458444,ENST00000458444.1
ENSG00000236647,ENSG00000236647.1,ENST00000444014,ENST00000444014.1
ENSG00000225466,ENSG00000225466.1,ENST00000434110,ENST00000434110.1
ENSG00000224169,ENSG00000224169.1,ENST00000445573,ENST00000445573.1
ENSG00000223407,ENSG00000223407.1,ENST00000425912,ENST00000425912.1
ENSG00000226873,ENSG00000226873.1,ENST00000431260,ENST00000431260.1
ENSG00000227915,ENSG00000227915.1,ENST00000444494,ENST00000444494.1
ENSG00000169763,ENSG00000169763.15,ENST00000343584,ENST00000343584.10
ENSG00000236620,ENSG00000236620.1,ENST00000442113,ENST00000442113.1
ENSG00000224866,ENSG00000224866.1,ENST00000457708,ENST00000457708.1
ENSG00000232424,ENSG00000232424.1,ENST00000445112,ENST00000445112.1
ENSG00000252681,ENSG00000252681.1,ENST00000516872,ENST00000516872.1
ENSG00000232910,ENSG00000232910.1,ENST00000449393,ENST00000449393.1
ENSG00000232845,ENSG00000232845.1,ENST00000434556,ENST00000434556.1
ENSG00000237302,ENSG00000237302.1,ENST00000418213,ENST00000418213.1
ENSG00000231540,ENSG00000231540.1,ENST00000418624,ENST00000418624.1
ENSG00000223362,ENSG00000223362.1,ENST00000421995,ENST00000421995.1
ENSG00000231026,ENSG00000231026.1,ENST00000414395,ENST00000414395.1
ENSG00000224571,ENSG00000224571.1,ENST00000417797,ENST00000417797.1
ENSG00000226369,ENSG00000226369.1,ENST00000427537,ENST00000427537.1
ENSG00000280961,ENSG00000280961.1,ENST00000631331,ENST00000631331.1
ENSG00000227871,ENSG00000227871.1,ENST00000450481,ENST00000450481.1
ENSG00000251917,ENSG00000251917.1,ENST00000516108,ENST00000516108.1
ENSG00000231423,ENSG00000231423.1,ENST00000437794,ENST00000437794.1
ENSG00000228465,ENSG00000228465.1,ENST00000415662,ENST00000415662.1
ENSG00000232585,ENSG00000232585.1,ENST00000427963,ENST00000427963.1
ENSG00000234081,ENSG00000234081.1,ENST00000440624,ENST00000440624.1
ENSG00000172352,ENSG00000172352.5,ENST00000306882,ENST00000306882.4
ENSG00000172352,ENSG00000172352.5,ENST00000382407,ENST00000382407.1
ENSG00000231375,ENSG00000231375.1,ENST00000414121,ENST00000414121.1
ENSG00000237467,ENSG00000237467.1,ENST00000435696,ENST00000435696.1
ENSG00000229250,ENSG00000229250.1,ENST00000431405,ENST00000431405.1
ENSG00000232205,ENSG00000232205.1,ENST00000438294,ENST00000438294.1
ENSG00000235981,ENSG00000235981.2,ENST00000445264,ENST00000445264.1
ENSG00000223698,ENSG00000223698.3,ENST00000417252,ENST00000417252.2
ENSG00000242854,ENSG00000242854.1,ENST00000441091,ENST00000441091.1
ENSG00000230977,ENSG00000230977.1,ENST00000418278,ENST00000418278.1
ENSG00000244231,ENSG00000244231.1,ENST00000306853,ENST00000306853.1
ENSG00000172342,ENSG00000172342.5,ENST00000418188,ENST00000418188.1
ENSG00000284071,ENSG00000284071.1,ENST00000624333,ENST00000624333.2
ENSG00000239533,ENSG00000239533.6,ENST00000423852,ENST00000423852.4
ENSG00000239533,ENSG00000239533.6,ENST00000398377,ENST00000398377.4
ENSG00000274234,ENSG00000274234.1,ENST00000485099,ENST00000485099.3
ENSG00000225491,ENSG00000225491.1,ENST00000433767,ENST00000433767.1
ENSG00000224827,ENSG00000224827.1,ENST00000413372,ENST00000413372.1
ENSG00000233740,ENSG00000233740.1,ENST00000420675,ENST00000420675.1
ENSG00000248792,ENSG00000248792.2,ENST00000509776,ENST00000509776.2
ENSG00000279274,ENSG00000279274.2,ENST00000624575,ENST00000624575.2
ENSG00000234399,ENSG00000234399.1,ENST00000447471,ENST00000447471.1
ENSG00000227439,ENSG00000227439.1,ENST00000441906,ENST00000441906.1
ENSG00000224210,ENSG00000224210.1,ENST00000413946,ENST00000413946.1
ENSG00000232003,ENSG00000232003.2,ENST00000443152,ENST00000443152.1
ENSG00000235412,ENSG00000235412.1,ENST00000420149,ENST00000420149.1
ENSG00000183795,ENSG00000183795.8,ENST00000602770,ENST00000602770.5
ENSG00000183795,ENSG00000183795.8,ENST00000382392,ENST00000382392.5
ENSG00000183795,ENSG00000183795.8,ENST00000602549,ENST00000602549.1
ENSG00000183795,ENSG00000183795.8,ENST00000615850,ENST00000615850.1
ENSG00000240566,ENSG00000240566.1,ENST00000432862,ENST00000432862.1
ENSG00000232976,ENSG00000232976.1,ENST00000425589,ENST00000425589.1
ENSG00000226270,ENSG00000226270.3,ENST00000416040,ENST00000416040.1
ENSG00000227837,ENSG00000227837.1,ENST00000445313,ENST00000445313.1
ENSG00000187191,ENSG00000187191.14,ENST00000382365,ENST00000382365.6
ENSG00000187191,ENSG00000187191.14,ENST00000446723,ENST00000446723.4
